ID,Country,Brand,Type,Package,Rating
2268,VNM,Brand A,3 Mien Mi Tom Hum Lobster,Pack,3.5
2269,THA,Brand B,TVP Curry Chicken,Bowl,4
2270,THA,Brand C,Artificial Pork,Bowl,3.5
2271,KOR,Brand D,Big Bowl Spicy Shrimp,Bowl,3.5
2272,KOR,Brand E,Jin Ramen (Hot),Cup,3.5
2273,TWN,Brand F,Shrimp Fish,Bowl,3.8
2274,THA,Brand G,TVP Spicy Beef,Bowl,4.8
2275,USA,Brand A,Ramen Noodle Soup Spicy Picante Chicken,Pack,4
2276,USA,Brand B,Ramen Noodle Soup Oriental,Pack,3.8
2277,TWN,Brand C,Tom Yum Shrimp,Bowl,3.3
2278,USA,Brand D,Cup Noodles Beef,Tray,4
2279,TWN,Brand E,Cup Noodles Shrimp,Bowl,3.5
2280,TWN,Brand F,Oriental Kitchen Spicy Seafood,Bowl,2.8
2281,KOR,Brand A,Daily Hot & Spicy Tom Yun,Tray,2.5
2282,KOR,Brand B,Dosirac Shrimp,Tray,4.3
2283,PHL,Brand C,Supreme Bulalo Artificial Bone Marrow,Bowl,1.8
2284,VNM,Brand D,Tasty Mushroom,Pack,2
2285,PHL,Brand E,La Paz Batchoy Beef,Pack,2.5
2286,KOR,Brand F,Dosirac Beef,Tray,3.8
2287,USA,Brand G,Imitation Chicken Vegetarian,Pack,3.8
2288,THA,Brand A,Vegetarian Tom Yum,Cup,2.8
2289,KOR,Brand B,Rice Noodle Anchovy Flavor,Tray,3.8
2290,PHL,Brand C,Supreme Special Beef Carne De Vaca,Bowl,3.8
2291,THA,Brand D,Pho Bo Rice Noodle Artificial Beef,Bowl,3.5
2292,KOR,Brand E,Dosirac Artificial Chicken,Tray,3.3
2293,KOR,Brand F,Bowl Noodle Picante Beef,Bowl,3.8
2294,CHN,Brand G,Guilin Style Rice Vermicelli,Bowl,4.5
2295,TWN,Brand A,Steam Spinach Ramen With Onion,Pack,5
2296,PHL,Brand B,Supreme Sotanghon Artificial Chicken Vermicelli ,Bowl,3.8
2297,KOR,Brand C,Hearty Rice Noodle Spicy Veggie Consomme,Pack,2.8
2298,KOR,Brand D,Rice Noodle Hot & Spicy Kimchi,Tray,3.3
2299,HKG,Brand E,Cup Noodles Crab,Cup,3.3
2300,JPN,Brand F,Soybean Paste,Bowl,4.5
2301,KOR,Brand A,Tom Yum Shrimp,Pack,3.8
2302,TWN,Brand B,Cup Noodles Beef,Bowl,0
2303,KOR,Brand C,Cup Noodles Shrimp,Pack,3.8
2304,KOR,Brand D,Oriental Kitchen Spicy Seafood,Bowl,3
2305,HKG,Brand E,Daily Hot & Spicy Tom Yun,Pack,3
2306,KOR,Brand F,Cup Noodles Shrimp,Pack,2
2307,KOR,Brand G,Oriental Kitchen Spicy Seafood,Pack,3.3
2308,KOR,Brand A,Daily Hot & Spicy Tom Yun,Cup,3.8
2309,JPN,Brand B,Hyoubanya No Yakisoba Oriental,Tray,4
2310,HKG,Brand C,Artificial Chicken,Pack,4.5
2311,HKG,Brand D,Cup Noodles Seafood,Cup,4.5
2312,KOR,Brand E,King Cup Kimchi Pot Stew,Cup,4
2313,HKG,Brand F,Pickled Vegetable,Pack,4.3
2314,THA,Brand G,Oriental Kitchen Hot Spicy,Cup,3
2315,KOR,Brand A,Rice Noodle Katsuo,Tray,4
2316,KOR,Brand B,Rice Noodles Seafood,Tray,3.8
2317,USA,Brand C,Udon Mushroom,Pack,3
2318,VNM,Brand D,Oh! Ricey Beef Rice Noodles,Pack,4
2319,THA,Brand E,Chili Paste Tom Yum,Pack,3.3
2320,THA,Brand F,Cup Shrimp Tom Yum Flavor,Cup,3.8
2321,TWN,Brand A,Kung Fu Artificial Soybean Paste,Pack,4
2322,THA,Brand B,Minced Pork Tom Yum,Pack,2.5
2323,VNM,Brand C,Mi Lau Thai Artificial Chicken,Pack,3.5
2324,KOR,Brand D,KORn Noodle Kimchi Flavor,Pack,3.5
2325,TWN,Brand E,Dried Noodle With BBQ Pork,Pack,2
2326,KOR,Brand F,Spicy Shrimp Bowl,Bowl,3.5
2327,USA,Brand G,Cup Noodles Spicy Chile Chicken,Cup,3.5
2328,THA,Brand A,Pork,Cup,2
2329,VNM,Brand B,Mi Lau Thai Shrimp,Pack,4
2330,USA,Brand C,Cup Noodles Chicken,Cup,3.5
2331,VNM,Brand D,Hao Hao Sour Hot Shrimp,Pack,3.8
2332,USA,Brand E,Chow Mein Kung Pao Chicken,Tray,1.5
2333,VNM,Brand F,Daily Beef Ball,Pack,3.8
2334,VNM,Brand G,Oh! Ricey Chicken,Pack,3.8
2335,USA,Brand A,Bowl Noodles Hot & Spicy Shrimp,Bowl,3.5
2336,VNM,Brand B,Mi Lau Thai Seafood,Pack,4
2337,THA,Brand C,Tom Yum Shrimp,Cup,3.3
2338,USA,Brand D,Cup Noodles Beef,Cup,3.5
2339,USA,Brand E,Cup Noodles Shrimp,Cup,3.5
2340,THA,Brand F,Oriental Kitchen Spicy Seafood,Cup,3.8
2341,VNM,Brand A,Daily Hot & Spicy Tom Yun,Pack,4
2342,USA,Brand B,Bowl Noodle Spicy Seafood,Bowl,4.3
2343,USA,Brand C,Udon Chicken,Pack,3.3
2344,USA,Brand D,Seaweed Instant Noodle,Pack,3.5
2345,TWN,Brand E,Beef Ramen,Pack,3.8
2346,TWN,Brand F,Chicken Ramen,Pack,3.8
2347,SGP,Brand G,Shoyu Ramen,Pack,4.8
2348,JPN,Brand A,Miso Ramen,Pack,3
2349,THA,Brand B,Curry Ramen,Pack,3
2350,KOR,Brand C,Tom Yum Ramen,Pack,3.8
2351,JPN,Brand D,Chicken Instant Noodle,,4.8
2352,JPN,Brand E,Mushroom Instant Noodle,,4.5
2353,THA,Brand F,Beef and Mushroom Instant Noodle,,2
2354,USA,Brand G,Kimchi Ramen,,4
2355,JPN,Brand A,Shoyu Ramen,,4.5
2356,KOR,Brand B,Shoyu Ramen,,1.8
2357,USA,Brand C,Shoyu Ramen,Bowl,4
2358,SGP,Brand D,Spicy Seafood Marinara,Bowl,3
2359,SGP,Brand E,Spicy Sesame,Pack,5
2360,SGP,Brand F,Curry,Pack,4.3
2361,JPN,Brand A,Udon Shrimp,Pack,3.8
2362,SGP,Brand B,Tom Yum Rice Noodles,Bowl,3.5
2363,IDN,Brand C,Mi Goreng Jumbo Beef,Pack,5
2364,IDN,Brand D,Onion Chicken,Pack,4.5
2365,PHL,Brand E,Supreme Instant Mami Noodles With Free Crackers,Bowl,3.8
2366,JPN,Brand F,Udon Chicken,Pack,3.8
2367,VNM,Brand G,Pho Ga Instant rice Noodle,Bowl,2
2368,PHL,Brand A,Bihon Guisado Rice Noodle,Pack,1.8
2369,USA,Brand B,Chow Noodles Cheddar Cheese,Tray,4
2370,KOR,Brand C,Snack Ramyon,Pack,3.8
2371,THA,Brand D,Instant Bowl Noodles Artificial Pork,Bowl,2.8
2372,SGP,Brand E,Laksa Singapura,Bowl,4.3
2373,JPN,Brand F,Udon Crab,Pack,3
2374,USA,Brand G,Top Ramen Beef,Pack,3.8
2375,TWN,Brand A,Good Good Eat Super Ramen Original,Pack,3
2376,KOR,Brand B,Tom Yam Instant soup Noodle,Pack,2.8
2377,USA,Brand C,Yakisoba Sweet & Sour Chicken,Tray,3
2378,KOR,Brand D,Bowl Noodle Kimchi,Bowl,4
2379,USA,Brand E,Instant Lunch Roast Chicken Flavor,Cup,2.8
2380,USA,Brand F,Seaweed Instant Noodle,Tray,2
2381,USA,Brand A,Beef Ramen,Tray,2
2382,USA,Brand B,Chicken Ramen,Bowl,4
2383,USA,Brand C,Shoyu Ramen,Tray,3.8
2384,VNM,Brand D,Miso Ramen,Tray,3.5
2385,CHN,Brand E,Curry Ramen,Pack,2.5
2386,USA,Brand F,Tom Yum Ramen,Bowl,3
2387,CHN,Brand G,Chicken Instant Noodle,Pack,4.3
2388,USA,Brand A,Mushroom Instant Noodle,Pack,3.5
2389,KOR,Brand B,Beef and Mushroom Instant Noodle,Bowl,3
2390,USA,Brand C,Kimchi Ramen,Pack,4.5
2391,USA,Brand D,Shoyu Ramen,Bowl,2.5
2392,USA,Brand E,Shoyu Ramen,Bowl,2
2393,USA,Brand F,Shoyu Ramen,Bowl,3.3
2394,USA,Brand G,Bowl Noodle Beef Ginger,Bowl,3.5
2395,USA,Brand A,Bowl Noodle Spicy Chicken,Bowl,4.5
2396,KOR,Brand B,Chinese Soybean Paste,Pack,2
2397,JPN,Brand C,Sanukiya Somen,Bowl,4.3
2398,KOR,Brand D,Rice Noodle With Spicy Flavored Soup,Tray,2.3
2399,IDN,Brand E,Cup Noodles Pani Puri,Cup,1.5
2400,JPN,Brand F,Chukazanmai Served Cool Sesame Flavored Rice Vinegar Sesame,Pack,3
2401,VNM,Brand A,Kung Fu Instant Rice Noodles Artificial Chicken,Pack,3.5
2402,THA,Brand B,Shrimp Tom Yum Flavor,Bowl,2.5
2403,KOR,Brand C,Soy Flavor Noodle,Pack,4.3
2404,TWN,Brand D,Steamed Noodle Chinese Herbs,Pack,3.3
2405,MYS,Brand E,Perencah Tom Yam,Pack,2.9
2406,IDN,Brand F,Cup Noodles Manchurian,Cup,3
2407,KOR,Brand G,Udon,Pack,4
2408,KOR,Brand A,Hwa Ramyun Soy Peptide,Pack,4
2409,KOR,Brand B,Teumsae Ramyun,Pack,3.5
2410,JPN,Brand C,Sanukiya Udon,Bowl,3.8
2411,JPN,Brand D,Chukazanmai Soy Sauce,Pack,3.8
2412,USA,Brand E,Bowl Noodles Hot & Spicy Chicken,Bowl,2
2413,JPN,Brand F,Chukazanmai Soy Sauce chili Oil,Pack,3.3
2414,CHN,Brand G,Noodle King Thin Wonton,Pack,2
2415,JPN,Brand A,Hyobanya No Yakisoba Sauce Flavor,Tray,4.8
2416,THA,Brand B,Kimchi,Pack,3
2417,THA,Brand C,Oriental Style Clear Soup,Pack,2
2418,VNM,Brand D,Hu Tieu Bo Kho An Lien Beef,Pack,3.8
2419,KOR,Brand E,Dosirac Pork,Tray,4.2
2420,KOR,Brand F,Cold Ramen With Ponytail Radish,Pack,3
2421,PHL,Brand A,Sotanghon Artificial Chicken,Pack,0.3
2422,TWN,Brand B,Instant Bean Vermicelli Shrimp,Pack,1.5
2423,THA,Brand C,Flat Noodle Tom Yum,Pack,3.8
2424,KOR,Brand D,JPNese Seafood Flavor Udon,Pack,3.8
2425,JPN,Brand E,Chukazanmai Soybean Paste,Pack,3.5
2426,KOR,Brand F,Seafood Party,Pack,2.3
2427,JPN,Brand G,JPNese Style Noodle Fresh Udon,Bowl,3.8
2428,THA,Brand A,Crab Instant Rice Vermicelli,Pack,2.5
2429,USA,Brand B,Garlic Pepper,Pack,3.3
2430,HKG,Brand C,Seaweed Instant Noodle,Pack,
2431,TWN,Brand D,Beef Ramen,Pack,
2432,VNM,Brand E,Chicken Ramen,Pack,
2433,JPN,Brand F,Shoyu Ramen,Pack,
2434,KOR,Brand G,Miso Ramen,Pack,
2435,JPN,Brand A,Curry Ramen,Bowl,
2436,THA,Brand B,Tom Yum Ramen,Pack,1.8
2437,THA,Brand C,Chicken Instant Noodle,Cup,2.5
2438,PHL,Brand D,Mushroom Instant Noodle,Cup,2
2439,USA,Brand E,Beef and Mushroom Instant Noodle,Cup,3
2440,PHL,Brand F,Kimchi Ramen,Pack,4.8
2441,USA,Brand A,Shoyu Ramen,Cup,1.8
2442,USA,Brand B,Shoyu Ramen,Cup,1.8
2443,TWN,Brand C,Shoyu Ramen,Pack,4.5
2444,JPN,Brand D,Chicken Ramen,Pack,3
2445,KOR,Brand E,Shoyu Ramen,Bowl,4.3
2446,JPN,Brand F,Miso Ramen,Bowl,4
2447,JPN,Brand G,Curry Ramen,Pack,3.8
2448,JPN,Brand A,Tom Yum Ramen,Pack,5
2449,THA,Brand B,Chicken Instant Noodle,Pack,2.5
2450,JPN,Brand C,Mushroom Instant Noodle,Pack,3.5
2451,KOR,Brand D,Beef and Mushroom Instant Noodle,Pack,3.5
2452,THA,Brand E,Kimchi Ramen,Pack,2.8
2453,USA,Brand F,Shoyu Ramen,Tray,4.5
2454,KOR,Brand G,Shoyu Ramen,Pack,2.5
2455,THA,Brand A,Shoyu Ramen,Pack,5
2456,CHN,Brand B,Noodle King Beef,Pack,1.8
2457,TWN,Brand C,100 Furong Shrimp,,3
2458,USA,Brand D,Bowl Noodles Rich & Savory Chicken,Bowl,1.8
2459,THA,Brand E,Shrimp Creamy Tom Yum,Pack,5
2460,TWN,Brand F,Fresh Shrimp,Pack,3.3
2461,KOR,Brand A,Gyeong-Gi-Do Rice,Bowl,2.3
2462,CHN,Brand B,Hot & Sour Rice Noodle,Pack,0
2463,TWN,Brand C,Artificial Peppered Beef,Pack,3.5
2464,TWN,Brand D,100 Artificial Shallot Chicken,Pack,3.3
2465,JPN,Brand E,Miso Soybean Paste,Pack,3.5
2466,KOR,Brand F,Mupama Tang Myun,Pack,3.5
2467,THA,Brand G,Artificial PA-LO Duck,Pack,0.1
2468,VNM,Brand A,Mi Chay Vegetarian,Pack,2.8
2469,THA,Brand B,Tom Yam Koong Rice Vermicelli,Pack,1.5
2470,JPN,Brand C,Seaweed Instant Noodle,Pack,3
2471,JPN,Brand D,Beef Ramen,Tray,5
2472,THA,Brand E,Chicken Ramen,Pack,3.7
2473,HKG,Brand F,Shoyu Ramen,Pack,4
2474,KOR,Brand G,Miso Ramen,Pack,4
2475,KOR,Brand A,Curry Ramen,Pack,4
2476,TWN,Brand B,Tom Yum Ramen,Pack,3.4
2477,KOR,Brand C,Chicken Instant Noodle,Pack,3.8
2478,KOR,Brand D,Mushroom Instant Noodle,Pack,4
2479,THA,Brand E,Beef and Mushroom Instant Noodle,Pack,3.6
2480,KOR,Brand F,Kimchi Ramen,Pack,2.8
2481,KOR,Brand A,Shoyu Ramen,Pack,2.9
2482,KOR,Brand B,,Pack,4
2483,KOR,Brand C,,Pack,3.8
2484,KOR,Brand D,,Pack,3.3
2485,PHL,Brand E,,Pack,1.5
2486,THA,Brand F,,Pack,3.1
2487,USA,Brand G,,Bowl,2
2488,KOR,Brand A,,Pack,1.1
2489,THA,Brand B,,Pack,0.5
2490,IDN,Brand C,,Pack,5
2491,USA,Brand D,,Pack,2
2492,TWN,Brand E,,Pack,3
2493,IDN,Brand F,,Pack,1.5
2494,TWN,Brand G,,Pack,4.3
2495,TWN,Brand A,Seaweed Instant Noodle,Pack,2.9
2496,TWN,Brand B,Beef Ramen,Pack,2.8
2497,TWN,Brand C,Chicken Ramen,Pack,2.5
2498,VNM,Brand D,Shoyu Ramen,Pack,2.5
2499,VNM,Brand E,Miso Ramen,Pack,3.8
2500,TWN,Brand F,Curry Ramen,Pack,1
2501,THA,Brand A,Tom Yum Ramen,Pack,2.5
2502,PHL,Brand B,Chicken Instant Noodle,Pack,4.5
2503,THA,Brand C,Mushroom Instant Noodle,Bowl,2
2504,VNM,Brand D,Beef and Mushroom Instant Noodle,Pack,2.8
2505,CHN,Brand E,Kimchi Ramen,Pack,2.3
2506,TWN,Brand F,Shoyu Ramen,Pack,3.2
2507,KOR,Brand G,Shoyu Ramen,Pack,3.3
2508,THA,Brand A,Shoyu Ramen,Pack,2.8
2509,TWN,Brand B,Onion Flavor,Pack,3.7
2510,JPN,Brand C,Demae Ramen Sesame,Pack,3.8
2511,KOR,Brand D,Kalgug-Su Assorted Clam,Pack,1.8
2512,JPN,Brand E,Demae Ramen Spicy Flavor,Pack,2
2513,JPN,Brand F,Demae Ramen Miso,Pack,2.8
2514,TWN,Brand G,Artificial Spicy Beef,Pack,3.5
2515,TWN,Brand A,Artificial Chicken,Pack,3.5
2516,JPN,Brand B,Kitsune Udon,Pack,3.3
2517,JPN,Brand C,Demae Ramen Seafood,Pack,2.5
2518,JPN,Brand D,Demae Ramen Prawn,Pack,3.3
2519,IDN,Brand E,Meatball Flavor,Pack,2.5
2520,IDN,Brand F,Mi Goreng Rendang,Pack,4.5
2521,JPN,Brand A,Demae Ramen Shoyu,Pack,4
2522,JPN,Brand B,Demae Ramen Five Spices Artificial Beef,Pack,3.5
2523,JPN,Brand C,Demae Ramen Tonkatsu Artificial Pork,Pack,3.5
2524,JPN,Brand D,Demae Ramen Satay,Pack,2.5
2525,JPN,Brand E,Demae Ramen XO Sauce Seafood,Pack,4
2526,CHN,Brand F,Spicy Fei- Chang Sweet Potato Noodle,Pack,1.8
2527,TWN,Brand G,Jah Jan Mien Instant Noodle With Fried Soybean Paste,Pack,4
2528,USA,Brand A,Ramen Noodle Soup Lime Chili Shrimp,Pack,2
2529,USA,Brand B,Ramen Noodle Soup Pork,Pack,4
2530,USA,Brand C,Top Ramen Oriental,Pack,2.5
2531,USA,Brand D,Chicken Flavor,Pack,3.5
2532,JPN,Brand E,Souper Meal Chicken Flavor With Vegetable Medley,Bowl,3
2533,IDN,Brand F,Rice Noodle Mania Lemon Masala,Pack,1.5
2534,IDN,Brand G,2 Minute Noodles Curry,Pack,2.5
2535,IDN,Brand A,Vegetable Atta Noodles Masala,Pack,2
2536,IDN,Brand B,Chinese Noodles Lemon Chicken Flavor,Pack,3.5
2537,TWN,Brand C,A-One Bun Tom Shrimp,Pack,3
2538,HKG,Brand D,Instant Fried Noodles With Chili Sauce,Tray,3
2539,HKG,Brand E,Instant Noodles With Sesame Oil & Soup Base,Pack,1
2540,CHN,Brand F,Favoury Pork Flavor,Pack,1
2541,CHN,Brand A,Spicy Seafood Flavor,Pack,3
2542,IDN,Brand B,Chicken,Cup,2
2543,IDN,Brand C,Chicken Curry,Pack,4
2544,IDN,Brand D,Curly Noodles With Grilled Chicken,Pack,5
2545,IDN,Brand E,Mi Goreng,Pack,5
2546,IDN,Brand F,Mi Goreng Pedas Hot,Pack,4.5
2547,IDN,Brand G,Shrimp Flavor,Pack,3
2548,IDN,Brand A,Mi Goreng Jumbo Barbecue Chicken,Pack,5
2549,IDN,Brand B,Seaweed Instant Noodle,Pack,3
2550,IDN,Brand C,Beef Ramen,Pack,5
2551,IDN,Brand D,Chicken Ramen,Pack,4.3
2552,TWN,Brand E,Shoyu Ramen,Bowl,0
2553,VNM,Brand F,Miso Ramen,Pack,2.8
2554,THA,Brand G,Curry Ramen,Bowl,0.5
2555,PHL,Brand A,Tom Yum Ramen,Pack,3
2556,PHL,Brand B,Chicken Instant Noodle,Bowl,3
2557,PHL,Brand C,Mushroom Instant Noodle,Pack,3
2558,PHL,Brand D,Beef and Mushroom Instant Noodle,Pack,3
2559,PHL,Brand E,Kimchi Ramen,Pack,3
2560,THA,Brand F,Shoyu Ramen,Pack,3
2561,USA,Brand A,Shoyu Ramen,Pack,2
2562,SGP,Brand B,Shoyu Ramen,Pack,3.8
2563,SGP,Brand C,Mi Hai Cua Crab Flavor,Pack,3.5
2564,JPN,Brand D,Ippeichan Yakisoba,Tray,4
2565,JPN,Brand E,Special Duck,Pack,1
2566,THA,Brand F,Tom Yum Shrimp,Bowl,3.5
2567,JPN,Brand G,Chikin Ramen,Pack,5
2568,JPN,Brand A,Demae Ramen Curry Flavor,Pack,4
2569,JPN,Brand B,Soba Noodles With Mayo Mustard Squirt,Pack,4
2570,JPN,Brand C,Demae Ramen Spicy Flavor,Pack,3
2571,JPN,Brand D,Demae Ramen Spicy Seafood With Chili Pepper,Pack,2
2572,USA,Brand E,Top Ramen Creamy Chicken,Pack,4.5
2573,KOR,Brand F,Ansungtangmyun Noodle Soup,Pack,3.8
2574,KOR,Brand G,Seaweed Instant Noodle,Pack,4
2575,KOR,Brand A,Beef Ramen,Pack,3.5
2576,KOR,Brand B,Chicken Ramen,Pack,4
2577,KOR,Brand C,Shoyu Ramen,Pack,3.5
2578,PHL,Brand D,Miso Ramen,Pack,2.5
2579,KOR,Brand E,Curry Ramen,Pack,3.5
2580,KOR,Brand F,Tom Yum Ramen,Pack,2.5
2581,KOR,Brand A,Chicken Instant Noodle,Pack,3.5
2582,JPN,Brand B,Mushroom Instant Noodle,Pack,5
2583,JPN,Brand C,Beef and Mushroom Instant Noodle,Pack,2.5
2584,KOR,Brand D,Kimchi Ramen,Pack,2
2585,USA,Brand E,Shoyu Ramen,Pack,1.5
2586,KOR,Brand F,Shoyu Ramen,Cup,2
2587,TWN,Brand G,Shoyu Ramen,Pack,3
2588,VNM,Brand A,Mushroom Pork,Pack,1
2589,VNM,Brand B,Nam Vang,Pack,2.5
2590,VNM,Brand C,"Hu Tiu Nam Vang [""Phnom Penh"" style] Asian Style Instant Rice Noodles",Bowl,3.5
2591,THA,Brand D,Oriental Style Instant Noodles,Pack,1
2592,THA,Brand E,Tom Yum Shrimp,Pack,2
2593,THA,Brand F,Tom Yum Chili Flavor,Pack,2
2594,USA,Brand G,Miso Ramen,Pack,0.5
2595,KOR,Brand M,,Cup,
2596,USA,Brand M,,Pack,
2597,KOR,Brand M,,Pack,
2598,TWN,Brand M,,Pack,
2599,VNM,Brand M,,Bowl,
2600,VNM,Brand M,,Pack,
2601,VNM,Brand M,,Pack,
2601,THA,Brand M,,Pack,
2601,THA,Brand M,,Pack,
2601,THA,Brand M,,Pack,
2601,USA,Brand M,,Pack,
2601,THA,Brand F,Shoyu Ramen,Pack,3
2601,USA,Brand A,Shoyu Ramen,Pack,2
2601,SGP,Brand B,Shoyu Ramen,Pack,3.8
2601,SGP,Brand C,Mi Hai Cua Crab Flavor,Pack,3.5
2601,JPN,Brand D,Ippeichan Yakisoba,Tray,4
2601,JPN,Brand E,Special Duck,Pack,1
2601,THA,Brand F,Tom Yum Shrimp,Bowl,3.5
2601,JPN,Brand G,Chikin Ramen,Pack,5
2601,JPN,Brand A,Demae Ramen Curry Flavor,Pack,4
2601,JPN,Brand B,Soba Noodles With Mayo Mustard Squirt,Pack,4
